3 Schténg	high fermentation	6%	Brasserie Grain d'Orge
IV Saison	saison	6.5%	Brasserie de Jandrain-Jandrenouille
V Cense	high fermentation	7.5%	Brasserie de Jandrain-Jandrenouille
VI Wheat	high fermentation, wheat beer	6%	Brasserie de Jandrain-Jandrenouille
Aardmonnik	oud bruin	8%	De Struise Brouwers
Aarschotse Bruine	brown ale	6%	Stadsbrouwerij Aarschot
Abbay d'Aulne Blonde des Pères 6	Abbey Beer, blond	6%	Brasserie Val de Sambre
Abbay d'Aulne Brune des Pères 6	Abbey Beer, bruin	6%	Brasserie Val de Sambre
Abbay d'Aulne Super Noël 9	Abbey Beer, kerstbier	9%	Brasserie Val de Sambre
Abbay d'Aulne Triple Blonde	Abbey Beer, tripel	8%	Brasserie Val de Sambre
Abbay d'Aulne Triple Brune	Abbey Beer, tripel	8%	Brasserie Val de Sambre
Abbay d'Aulne Val de Sambre	Abbey Beer, amber	6.4%	Brasserie Val de Sambre
Abbaye de Bonne-Espérance	Abbey Beer	7.8%	brewery Lefebvre
Abbaye de Forest	Abbey Beer, tripel	6.5%	Brasserie de Silly
Abbaye de la Thure	Abbey Beer	10%	Brasserie Brootcoorens
Abbaye de Saint-Martin Blonde	Abbey Beer	7%	Brasserie de Brunehaut
Abbaye de Saint-Martin Brune	Abbey Beer	8%	Brasserie de Brunehaut
Abbaye de Saint-Martin Cuvée de Noël	Abbey Beer, kerstbier	8.5%	Brasserie de Brunehaut
Abbaye de Saint-Martin Triple	Abbey Beer, tripel	9%	Brasserie de Brunehaut
Abbaye de Oudkerken	Abbey Beer	6.2%	brewery Lefebvre
Abbaye des Rocs Blonde	Abbey Beer, high fermentation	7.5%	Brasserie de l'Abbaye des Rocs
Abbaye des Rocs Brune	Abbey Beer bruin	9%	Brasserie de l'Abbaye des Rocs
Abbaye des Rocs Grand Cru	Abbey Beer ale	9.5%	Brasserie de l'Abbaye des Rocs
Abbaye des Rocs Spéciale Noël	Abbey Beer, kerstbier	9%	Brasserie de l'Abbaye des Rocs
Abdis Blond	blond	6.5%	Brewery Riva
Abdis Bruin	bruin	6.5%	Brewery Riva
Abdis Tripel	tripel	8.2%	Brewery Riva
Abdij van Roosenberg Dubbel	dubbel	7%	Brewery Van Steenberge
Abdij van Roosenberg Tripel	Tripel	9%	brewery Van Steenberge
Achel 5 Blond	trappist, blond	5%	Achelse Kluis
Achel 5 Bruin	trappist, bruin	5%	Achelse Kluis
Achel 8 Blond	trappist, blond	8%	Achelse Kluis
Achel 8 Bruin	trappist, bruin	8%	Achelse Kluis
Achel Blond Extra	trappist, blond	9.5%	Achelse Kluis
Achel Bruin Extra	trappist, bruin	9.5%	Achelse Kluis
Adelardus	Abbey Beer	7%	Brewery Sint-Jozef voor Brewery Kerkom
Adelardus Tripel	Abbey Beer, tripel	9%	Brewery Sint-Jozef voor Brewery Kerkom
Adler	pils	6.5%	Brewery Haacht
Adriaen Brouwer	high fermentation, bruin	5%	Brewery Roman
Adriaen Brouwer Dark Gold	high fermentation, bruin	8.5%	Brewery Roman
Affligem Blond	Abbey Beer, blond	6.8%	Affligem Brewery (vroeger Brewery De Smedt nu deel van Heineken)
Affligem Dubbel	Abbey Beer, bruin	6.8%	Affligem Brewery (Heineken)
Affligem 950 Cuvee	Abbey Beer, blond	6.8%	Affligem Brewery (Heineken)
Affligem Noël	Abbey Beer, kerstbier	9%	Affligem Brewery (Heineken)
Affligem Patersvat	Abbey Beer, dubbel gehopt	6.8%	Affligem Brewery (Heineken)
Affligem Tripel	Abbey Beer, tripel	8.5%	Affligem Brewery (Heineken)
Agrumbocq	high fermentation, witbier, fruitbier	3.1%	Brasserie du Bocq
Alpaïde	donkere tripel	10%	Brewery Nieuwhuys
Alpaïde Cuvée van de generaal	blonde tripel	8.5%	Brewery Nieuwhuys
Akila Pils	pils	5%	Brewery Louwaege
Alfri	NA pils	0.5%	Brewery Roman
Altitude 6	ale, blond	6%	Brasserie de l'Abbaye des Rocs
Alvinne Extra Restyled	lichtamber	7%	Brewery Alvinne
Alvinne Lex'ke	blond	6.3%	Brewery Alvinne
Alvinne Tripel	tripel	8.7%	Brewery Alvinne
Alvino Bourgogne Barrel OA	fruitbier, oak aged	5.5%	Brewery Alvinne
Ambetanterik	stout	8.7%	Brewery Het Alternatief bij Brewery Alvinne
Ambiorix	roodbruin	8%	Brewery Slaghmuylder
Angélus Blonde	blond	7%	Brasserie Brootcoorens
Angélus Brune	bruin	7%	Brasserie Brootcoorens
Angélus Spéciale Noël	kerstbier	9%	Brasserie Brootcoorens
Anker Blond	blond	6.5%	Brewery Het Anker
Anker Boscoulis	fruitbier	6.5%	Brewery Het Anker
Anker Herfstbok	bruin speciaalbier, bokbier	6.5%	Brewery Het Anker
Anker Pils	pils	5%	Brewery Het Anker
Antiek Blond	blond	8%	Brewery Deca
Antiek Bruin	bruin	8%	Brewery Deca
Antiek Super 5 Blond	blond	5%	Brewery Deca
Antwerps Blond	blond	5%	Huisbrouwerij 't Pakhuis
Antwerps Bruin	bruin	5.8%	Huisbrouwerij 't Pakhuis
Applebocq	fruitbier	3.1%	Brasserie Du Bocq
Arabier	blond	8%	De Dolle Brouwers
Archiduc		6.2%	Brasserie d'Ecaussinnes
Arend Blond	blond	6.5%	Brewery De Ryck
Arend Dubbel	donkerbruin	6.5%	Brewery De Ryck
Arend Tripel	goudblond	8%	Brewery De Ryck
Arend Winter	donkeramber	6.3%	Brewery De Ryck
Arendonker Bruin	bruin	8.5%	Dorpsbrouwerij Humulus
Arendonker Tripel	goudblond	8%	Dorpsbrouwerij Humulus
Armand’4 Herfst	oude geuze	6%	Geuzestekerij 3 Fonteinen
Armand’4 Lente	oude geuze	6%	Geuzestekerij 3 Fonteinen
Armand’4 Winter	oude geuze	6%	Geuzestekerij 3 Fonteinen
Armand’4 Zomer	oude geuze	6%	Geuzestekerij 3 Fonteinen
Artevelde	Speciale Belge	5.7%	Brewery Huyghe
Artevelde Grand Cru	roodbruin	7.2%	Brewery Huyghe
Asterie	witbier	4.0%	Brasserie d'Ecaussinnes
Atomium Premier Grand Cru	amber	8%	Brewery Van Steenberge
Augrenette	blond	4.5%	Brewery Augrenoise
Augrenoise	troebel blond	6.5%	Brewery Augrenoise
Augrenoise Blonde de Noël	troebel blond, kerstbier	10%	Brewery Augrenoise
Augustijn Blond	Abbey Beer	7.5%	Brewery Van Steenberge
Augustijn Donker	Abbey Beer	7%	Brewery Van Steenberge
Augustijn Grand Cru	Abbey Beer, tripel	9%	Brewery Van Steenberge
Authentic 621	bruin	7.5%	Authentique Brasserie
Authentic Ambrée	amber	5%	Authentique Brasserie
Authentic Blonde	blond	6.5%	Authentique Brasserie
Authentic Blonde de Noël	kerstbier	9%	Authentique Brasserie
Authentic Triple	tripel	9.5%	Authentique Brasserie
L'Autruche Biere des Gilles	blond troebel	7%	Brasserie de Silenrieux
Bacchus	oud bruin	4.5%	Brewery Van Honsebrouck
Bacchus Frambozenbier	fruitbier	5%	Brewery Van Honsebrouck
Bacchus Kriekenbier	fruitbier	5.8%	Brewery Van Honsebrouck
Balthazar	winterbier	8.9%	Brewery Alvinne
Barbãr	blond, honingbier	8%	Brewery Lefebvre
Barbãr Winter Bok	bokbier, honingbier	8%	Brewery Lefebvre
Barbe d'Or (Goldbeard)	blond	7.5%	Brewery Verhaeghe
Barbe Noire (Blackbeard)	stout	9%	Brewery Verhaeghe
Barbe Rouge (Redbeard)	amber	8%	Brewery Verhaeghe
Bas	goudblond	6.5%	De Proefbrouwerij voor bierfirma Bas-bieren
Bastogne Pale Ale	Belgian IPA	6.5%	Brasserie de Bastogne
Basilius	amber	7%	De Proefbrouwerij voor ’t Brugs Bierinstituut
Bavaro	blond, lage gisting	3.6%	Brewery Haacht
Bavik Blond	tafelbier	1.5%	Brewery Bavik
Bavik Faro	tafelbier	1.5%	Brewery Bavik
Bavik Pony-Stout	stout	5.2%	Brewery Bavik
Bavik Premium Pils	pils	5.2%	Brewery Bavik
Bavik Triple Bock	bokbier	3%	Brewery Bavik
Beer for Life	blond	6.5%	Brewery Dilewyns
Beernems Berenbier	blond	7.5%	Brewery Van Steenberge voor BIVO Drinks
Beersel Bio	blond	7%	Geuzestekerij 3 Fonteinen
Beersel Blond	blond	7%	Geuzestekerij 3 Fonteinen
Beersel Lager	pils	5.2%	Geuzestekerij 3 Fonteinen
Bel Pils	pils	5%	Brewery Duvel Moortgat
Belgian Angel Stout	stout	5.2%	Brasserie Brootcoorens
Belgian Framboises	fruitbier	3.5%	Brasserie Lefebvre
Belgian Kriek	fruitbier	3.5%	Brasserie Lefebvre
Belgian Pêches	fruitbier	3.5%	Brasserie Lefebvre
Belgoo Arboo	tripel, amber	8.1%	Brewery Belgoobeer bij Brewery La Binchoise
Belgoo Magus	blond	6.6%	Brewery Belgoobeer bij Brewery La Binchoise
Belgoo Maxus	goudblond	8.1%	Brewery Belgoobeer bij Brewery La Binchoise
Belgoo Luppoo	goudblond	6.5%	Brewery Belgoobeer bij Brewery La Binchoise
Bella Mère	blond	6.5%	Brasserie Millevertus
Belle Cies	blond	10%	Huisbrouwerij Den Tseut
Belle-Vue Framboise	fruitbier	5.7%	Brewery Belle-Vue (InBev)
Belle-Vue Extra Framboise	fruitbier	2.9%	Brewery Belle-Vue (Inbev)
Belle-Vue Kriek	kriek	5.2%	Brewery Belle-Vue (InBev)
Belle-Vue Kriek Classique	Kriek	5.1%	Brewery Belle-Vue (Inbev)
Belle-Vue Extra Kriek	kriek	4.3%	Brewery Belle-Vue (InBev)
Belle-Vue Gueuze	lambiek	5.5%	Brewery Belle-Vue (InBev)
Belle-Vue LA	Alcoholarm	1%	Brewery Belle-Vue (Inbev)
Bellebier Amber	amber	5.2%	Brewery Van Steenberge voor Paeleman
Bellebier Dubbel	bruin	6.2%	Brewery Van Steenberge voor Paeleman
Bellebier Trippel	tripel	8%	Brewery Van Steenberge voor Paeleman
Bellegems Bruin	Vlaams oud bruin	5.5%	Brewery Bockor
Bellegems Witbier	witbier	5.0%	Brewery Bockor
Belval	blond	4.8%	Gageleer
Berentemmer	bruin	7%	Brewery Maenhout
Bersalis Tripel	blond, high fermentation, tripel	9.5%	Brewery Huyghe voor Brewery Oud Beersel
Bersalis Kadet	blond	4.5%	Brewery Huyghe voor Brewery Oud Beersel
Betchard Brune	bruin	7%	Brasserie de Tubize
Betchard Blonde	blond	5.5%	Brasserie de Tubize
Bieken	blond	8%	Brewery Boelens
Bierbeekse	blond-amber, high fermentation	7.3%	Brewery Van Steenberge voor de gemeente Bierbeek en Terclavers
Bierbuik	donker	8%	De Verhuisbrouwerij
Bière Darbyste	amber	5.8%	Brasserie de Blaugies
Bière de Beloeil	high fermentation	8.5%	Brasserie Dupont
Bière de Garde	biologisch, roodbruin	10%	Brewery Jessenhofke bij De Proefbrouwerij
Bière de Miel Bio	biologisch, honingbier	8%	Brewery Dupont
Bière des Ours (Berenbier)	honingbier	8.5%	Brasserie La Binchoise
Bière du Corsaire Cuvée Spéciale	sterk blond	9.4%	Brewery Huyghe
Bière du Mont Saint-Aubert	blond	8%	Brasserie de Brunehaut
Bière Spéciale Belge	Spéciale Belge	5%	Brasserie La Binchoise
Big Bavik	blond	5%	Brewery Bavik
Bierpruver Dubbel Bruin	dubbel	7.5%	Huisbrouwerij de 3 vaten
Bierpruver Tripel	tripel	9%	Huisbrouwerij de 3 vaten
Bierpruver Winter	winterbier	8%	Huisbrouwerij de 3 vaten
Bink Blond	Belgische pale ale	5.5%	Brewery Kerkom
Bink Bruin	dubbel	5.5%	Brewery Kerkom
Bink Bloesem	blond	7.1%	Brewery Kerkom
Biolégère	biologisch, Saison	3.5%	Brouwerii Dupont
Bitter Sweet Symphony	dubbele IPA	7.8%	Brewery 't Gaverhopke
Bittere Waarheid	Belgian IPA	11%	Brewery Het Alternatief bij Brewery De Graal
Black	donker, high fermentation	6.3%	Brasserie de Bellevaux
Black Albert	Belgian Royal Stout	13%	De Struise Brouwers bij Brewery Deca
Black Damnation I	Russian Imperial Stout	13%	De Struise Brouwers bij Brewery Deca
Black Damnation II (Mocha Bomb)	Russian Imperial Stout	12%	De Struise Brouwers bij Brewery Deca
Black Damnation III (Black Mes)	Russian Imperial Stout	13%	De Struise Brouwers bij Brewery Deca
Black Damnation IV (Coffée Club)	Russian Imperial Stout	13%	De Struise Brouwers bij Brewery Deca
Black Damnation V (Double Black)	Russian Imperial Stout, Eisbockmethode	26%	De Struise Brouwers bij Brewery Deca
Black	donkere ale	6.3%	Brasserie de Bellevaux
Black Ghost	high fermentation	8%	Brasserie Fantôme
Black Hole	pils	5.6%	Brewery Roman
Black Jack	Porter	7%	De Struise Brouwers bij Brewery Deca
Blanche	witbier	4.8%	Brasserie de Bellevaux
Blanche d'Ardenne	witbier	4.3%	Brasserie du Bocq voor Corsendonk nv
Blanche de Bouillon	witbier	5.5%	Brasserie de Bouillon
Blanche de Brabant	witbier	5%	Groep John Martin
Blanche de Bruxelles	witbier	4.5%	Brewery Lefebvre
Blanche de Charleroi	witbier	5%	Brasserie Val de Sambre
Blanche de Namur	witbier	5.2%	Brasserie du Bocq
Blanche de Tubize	witbier	4.8%	Brasserie de Tubize
Blanche des Honnelles	witbier	6%	Brasserie de l'Abbaye des Rocs
Blanche des Neiges	witbier	5%	Brewery Huyghe
Blanche du Hainaut Bio	witbier, biologisch	5.5%	Brewery Dupont
Blanchette de Gaume	witbier	5%	Brasserie Millevertus
Blanchette de Lorraine	witbier, fruitbier	5%	Brasserie Millevertus
BLAUW	pils, Export	5.2%	Brewery Bockor
Blauwersbier	mengbier	6.5%	Brewery Van Eecke
Bloemenbier	Belgian Strong Ale	7%	De Proefbrouwerij
Bière de la Bonde	tripel	10%	Brewery Van Eecke
Bleeken Moriaen	tripel	10%	Brewery Van Eecke
Blonde	blond	7%	Brasserie de Bellevaux
Blonde	blond, lage gisting	1.2%	Brewery Haacht
Blonde Bie	blond	8%	Brewery De Bie
Blonde de Brabant	blond	6%	Groep John Martin
Blonde de Noël	blond	10%	Brasserie Caulier
Blondelle	blond	7%	't Hofbrouwerijke
Blondine	blond	8%	Brewery Van Steenberge voor Hopduvel Gent
Blondine IPA	IPA	8%	Brewery De Graal voor Hopduvel Gent
Bock Leroy	tafelbier	1.8%	Brewery Het Sas
Bock Pils	pils	5.2%	Brewery Palm
Bockor Pils	lage gisting, pils	5.2%	Brewery Bockor
Bocq Christmas	kerstbier	8.1%	Brasserie Du Bocq
Boembeke Luiwerk	blond, licht troebel	6.5%	Brewery De Graal
Boerinneken	high fermentation, blond	9.5%	De Proefbrouwerij voor Den Ouden Advokaat
Boerke Blond	blond	6.8%	Brewery Angerik
Boerke Bruin	bruin	6.8%	Brewery Angerik
Boerke Krieken	fruitbier	6.5%	Brewery Angerik
Boerken	high fermentation, bruin	9.5%	De proefbrouwerij voor Den Ouden Advokaat
Bokkereyer	lage gisting	6%	Brewery Sint-Jozef
Bolleville Calvados Barrel OA	oak aged	10%	Brewery Alvinne
Bokrijks	blond, Abbey Beer	7.2%	Brewery du Bocq
Bon Homme	high fermentation, donkerbruin	6.5%	Brewery De Leite
Bon Secours Ambrée	high fermentation, amber	8%	Brewery Caulier
Bon Secours Blonde	high fermentation, blond	8%	Brewery Caulier
Bon Secours Brune	high fermentation, bruin	8%	Brewery Caulier
Bon Secours Framboise	high fermentation, frambozenbier	7%	Brewery Caulier
Bon Secours Myrtille	high fermentation, bosbessenbier	7%	Brewery Caulier
Bon Secours Noël	high fermentation, blond kerstbier	10%	Brewery Caulier
Boneffe	Abbey Beer	9%	Brasserie de Tubize
Bons Voeux	blond	9.5%	Brewery Dupont
Bornem Dubbel	Abbey Beer	8%	Brewery Van Steenberge
Bornem Tripel	Abbey Beer	9%	Brewery Van Steenberge
Bos Bier	fruitbier	9%	Brewery DijkWaert
Bosbier	fruitbier-pils	4%	Brewery Sint-Jozef
Boscoli	fruitbier	3.5%	Brewery Het Anker
Boskeun	lichtblond	7%	De Dolle Brouwers
Bosprotter	tripel	8.5%	't Hofbrouwerijke
Bourgogne des Flandres Blond	high fermentation, blond	6%	Brewery Timmermans
Bourgogne des Flandres Bruin	oud bruin	5%	Brewery Timmermans
Brasserie des Rocs Triple Impériale		10%	Brasserie de l'Abbaye des Rocs
Brave Broeder	high fermentation (etiketbier)	5%	Brasserie de Silly
Bravoure	high fermentation, rookbier, amber	6.5%	Brewery De Dochter van de Korenaar
Bremserbier	amber	6%	Huisbrouwerij de 3 vaten
Brice	blond	7.5%	Brasserie Grain d'Orge
Briekebakker	tripel	8.7%	Brewery Alvinne
Brigand	blond	9%	Brewery Van Honsebrouck
Brigand IPA	India Pale Ale	6.5%	Brewery Van Honsebrouck
Broeder Jacob Bruin	bruin	7.5%	Brewery Broeder Jacob
Broeder Jacob Tripel	tripel	7.5%	Brewery Broeder Jacob
Bruegel	amber	5%	Brewery Van Steenberge
Brugge Blond	speciaalbier, high fermentation	6.5%	Brewery Palm (vroeger in Brewery De Gouden Boom)
Brugge Tripel	speciaalbier, high fermentation	8.7%	Brewery Palm (vroeger in Brewery De Gouden Boom)
Brugs (Tarwebier)	witbier	4.8%	Alken-Maes (Heineken) (vroeger in Brewery De Gouden Boom)
Brugs Beertje 20	blond	6.5%	Brewery De Regenboog
Brugs Beertje 25	amber	9%	Brewery De Regenboog
Brugse Babbelaar	blond	6.5%	De Proefbrouwerij
Brugse Bok	lichtdonker	6.5%	Brewery De Halve Maan
Brugse Zot Blond	goudblond	6%	Brewery De Halve Maan
Brugse Zot Dubbel	bruin	7.5%	Brewery De Halve Maan
Bruin Leroy	tafelbier	1.8%	Brewery Het Sas
Brune	bruin	6.8%	Brasserie de Bellevaux
Brunehaut Terroir	witbier	5%	Brasserie de Brunehaut
Brunehaut Tradition	amber	6.5%	Brasserie de Brunehaut
Brunehaut Village	blond	6.5%	Brasserie de Brunehaut
Brunehaut Bio Amber	biologisch	6.5%	Brasserie de Brunehaut
Brunehaut Bio Blanche	biologisch, witbier	5%	Brasserie de Brunehaut
Brunehaut Bio Blonde	biologisch	6.5%	Brasserie de Brunehaut
Brunette	high fermentation	9%	Brewery Van Steenberge voor Hopduvel Gent
Brussels Framboos	fruitbier	3.5%	Brewery Van Steenberge
Brussels Kriek	fruitbier	5%	Brewery Van Steenberge
Brussels Perzik	fruitbier	4%	Brewery Van Steenberge
Brussels Fruit Beer "Apple"	fruitbier	3.2%	Brasserie Du Bocq
Brussels Fruit Beer "Peaches"	fruitbier	3.2%	Brasserie Du Bocq
Brussels Fruit Beer "Red Fruit"	fruitbier	3.2%	Brasserie Du Bocq
Brut	blond aperitiefbier	8%	Brewery De Vlier
Bruynen Moriaen	donker	9%	Brewery Van Eecke
BRWN	high fermentation, biologisch	7%	De Proefbrouwerij voor Brewery Jessenhofke
Buffalo	high fermentation, donker	6.5%	Brewery Van Den Bossche
Buffalo Belgian Stout	stout	9%	Brewery Van Den Bossche
Buffalo Bitter	blond	8%	Brewery Van Den Bossche
Bush Amber	high fermentation, amber	12%	Brewery Dubuisson
Bush Amber Tripel	tripel, amber	12%	Brewery Dubuisson
Bush Blond	high fermentation, blond	10.5%	Brewery Dubuisson
Bush Blond Triple	tripel, blond	10.5%	Brewery Dubuisson
Bush de Noël	kerstbier	12%	Brewery Dubuisson
Bush de Noël Premium	kerstbier, tripel	13%	Brewery Dubuisson
Bush de Nuits	amber, tripel	13%	Brewery Dubuisson
Bush Prestige	amber, tripel	13%	Brewery Dubuisson
Bush 7	amber	7.5%	Brewery Dubuisson
Cambrinus	Belgische ale	5.1%	Brewery Verhaeghe
Campus Premium	pils	5%	Brewery Huyghe
Campus	sterk donker	7%	Brewery Huyghe
Campus Gold	blond	6.2%	Brewery Huyghe
Canaille	witbier	5.2%	Brasserie Grain d'Orge
Canaster	Scotch	8.7%	Brewery De Glazen Toren
Cantillon Geuze	spontane gisting	5%	Brewery Cantillon
Caper Fumatis	donkerbruin	6.3%	Brewery Alvinne
Capoen	amber	6.5%	De Proefbrouwerij
Captain Cooker Manuka Beer	amber	5.7%	De Proefbrouwerij voor Captain Cooker
Captain Cooker White Manuka Beer	witbier	4.5%	De Proefbrouwerij voor Captain Cooker
Cara Pils	pils	4.9%	Brewery Haacht
Caracole	high fermentation, amber	8%	Brasserie Caracole
Carioca	witbier	4.8%	De Lion à Plume bij Brasserie de Bastogne
Carlos	donker, high fermentation	6.5%	Brewery Contreras
Carnavalsbier	blond	6.1%	Brewery De Graal voor bierfirma Vacas
Carrousel	high fermentation, blond	6%	Brewery De Vlier
Caulier Brune	high fermentation, amberbruin	6.8%	De Proefbrouwerij voor The House of Caulier
Caulier Special Extra	high fermentation, blond	4.3%	De Proefbrouwerij voor The House of Caulier
Caulier Blonde	high fermentation, blond	6.8%	De Proefbrouwerij voor The House of Caulier
Ceci n'est pas un Barley Wine	gerstewijn	10%	Brasserie Sainte-Hélène
Ceci n'est pas une saison	saison	6.5%	't Hofbrouwerijke
Ceci n'est pas une stout	stout	6.5%	't Hofbrouwerijke
Ceci n'est pas une triple	tripel	8%	't Hofbrouwerijke
Celestus	lager	5%	Brewery Haacht
Celis White	witbier	5%	Brewery Van Steenberge
Celtic Angel	high fermentation, amber	6.2%	De Proefbrouwerij voor Microbrouwerij Achilles
Cervesia	high fermentation, blond	8%	Brewery Dupont
Cervoise de l'Avouerie d'Anthisnes		5%	Brasserie de Silly
Cesar	tripel	8.5%	Brewery Van Steenberge
Cezarken	lager	5.5%	Brewery Strubbe voor Brewery Crombé
Chapeau Gueuze	geuze	5.5%	Brewery De Troch
Chapeau Abricot	fruitbier op basis van lambiek	3.5%	Brewery De Troch
Chapeau Banana	fruitbier op basis van lambiek	3.5%	Brewery De Troch
Chapeau Cuvée Oude Gueuze	oude geuze	5.5%	Brewery De Troch
Chapeau Exotic (ananas)	fruitbier op basis van lambiek	3.5%	Brewery De Troch
Chapeau Faro	aangezoete geuze	4.75%	Brewery De Troch
Chapeau Fraises	fruitbier op basis van lambiek	3.5%	Brewery De Troch
Chapeau Framboise	fruitbier op basis van lambiek	3.5%	Brewery De Troch
Chapeau Kriek	fruitbier op basis van lambiek	3.5%	Brewery De Troch
Chapeau Lemon	fruitbier op basis van lambiek	3.5%	Brewery De Troch
Chapeau Mirabelle	fruitbier op basis van lambiek	3.5%	Brewery De Troch
Chapeau Pêche	fruitbier op basis van lambiek	3.5%	Brewery De Troch
